episode_id,query0,query1,query2,query3,query4,query5,query6,query7,query8,query9,query10,query11,query12,query13,query14,query15,query16,query17,query18,query19,query20,query21,query22,query23,query24,query25,query26,query27,query28,query29,query30,query31,query32,query33,query34,query35,query36,query37,query38,query39,query40,query41,query42,query43,query44,query45,query46,query47,query48,query49,query50,query51,query52,query53,query54,query55,query56,query57,query58,query59,query60,query61,query62,query63,query64,query65,query66,query67,query68,query69,query70,query71,query72,query73,query74
359,4,1,2,4,1,3,1,2,2,0,4,1,0,3,2,2,2,0,4,3,2,0,1,0,1,1,3,2,1,3,2,4,0,0,1,4,1,1,0,0,2,4,2,4,2,4,1,2,2,4,4,3,2,3,4,3,2,0,3,3,3,2,0,2,3,4,4,3,2,3,0,4,2,4,1
360,1,2,1,2,2,2,0,4,2,0,3,1,2,2,1,1,0,1,2,4,2,2,1,4,2,4,1,4,3,3,2,1,0,1,1,3,0,2,1,2,0,3,1,1,1,2,2,2,4,0,0,3,2,4,2,3,2,3,2,0,1,2,2,4,1,0,2,0,0,2,0,1,2,1,4
361,4,4,3,0,1,3,3,0,4,3,0,0,0,3,1,0,3,0,4,0,3,2,3,4,4,1,2,3,3,0,3,3,1,3,1,1,0,1,1,1,0,0,0,3,4,4,0,3,0,4,1,4,0,0,3,0,2,0,4,4,0,2,3,0,3,3,0,0,3,0,0,3,1,3,3
362,3,0,4,1,0,1,2,1,2,1,1,4,0,2,2,2,1,0,3,2,2,1,2,0,1,2,0,1,0,1,2,2,0,4,4,2,1,4,4,1,4,1,3,0,4,1,3,4,1,3,2,3,3,0,2,1,2,4,4,1,2,2,3,1,2,2,0,3,0,4,4,0,2,1,2
363,4,3,4,4,4,1,0,4,3,0,2,2,1,3,3,2,0,0,2,0,4,4,4,3,0,0,3,3,1,0,4,1,0,4,0,3,2,0,3,4,4,0,4,4,3,3,4,4,2,4,1,4,4,1,0,3,3,4,4,0,4,3,2,3,1,1,4,1,4,3,3,0,0,3,4
364,1,4,2,4,4,1,0,3,2,3,1,1,3,2,2,3,4,2,2,2,1,3,1,2,1,2,1,3,3,3,2,3,4,4,2,0,3,4,0,1,2,0,2,2,0,2,3,2,1,2,0,4,3,3,2,1,3,3,1,3,1,4,2,4,1,3,2,2,4,3,2,1,3,2,2
365,4,3,2,1,1,0,0,3,1,2,3,2,4,3,3,2,4,0,1,0,2,4,3,3,1,2,2,3,2,3,1,2,3,0,1,4,0,2,0,2,4,3,4,4,2,4,2,2,2,2,4,1,0,4,2,4,3,2,2,3,3,4,4,0,4,4,1,4,4,2,0,1,1,3,0
366,3,1,2,3,0,3,2,4,4,4,3,4,3,4,3,4,0,3,4,2,4,3,2,3,2,4,4,4,3,0,2,1,2,2,2,3,4,4,2,2,3,4,2,4,2,3,2,4,4,4,0,4,3,3,0,0,4,2,0,2,3,2,3,4,4,2,4,4,4,0,4,4,2,2,4
367,0,1,4,4,0,1,1,0,1,3,1,0,3,2,4,0,2,3,0,1,1,1,0,1,4,2,1,1,3,0,3,1,1,0,2,0,1,2,2,2,3,1,0,1,4,0,4,1,2,4,4,0,0,1,0,4,4,2,1,2,2,0,0,0,3,1,0,2,3,4,2,2,4,3,2
368,1,2,1,0,0,1,0,0,0,0,0,2,2,1,4,0,4,0,1,0,2,2,4,1,4,1,2,0,2,1,0,0,3,2,4,0,0,1,1,4,2,3,1,2,0,4,1,0,2,4,0,1,2,4,1,4,1,1,0,3,1,0,4,3,0,2,0,0,0,0,4,1,1,4,4
369,2,0,3,2,2,4,3,1,3,3,0,0,0,1,0,4,3,1,3,0,3,1,3,0,2,1,2,2,2,1,0,1,0,1,0,1,0,1,1,2,2,3,2,1,2,3,0,3,4,0,3,1,2,0,3,3,0,0,2,2,4,0,2,0,3,0,0,3,2,2,1,2,1,2,1
370,4,2,3,2,4,3,4,2,4,2,1,3,3,3,0,1,1,4,0,1,0,3,2,3,0,4,2,1,2,0,0,4,2,4,0,0,0,1,3,2,0,3,1,0,2,0,0,1,0,3,0,1,4,0,3,3,1,2,3,3,3,0,1,2,1,0,1,2,0,4,0,0,4,1,1
371,1,4,4,1,3,2,0,1,0,0,1,1,0,0,1,4,1,1,3,2,1,4,0,1,1,1,3,4,2,2,0,4,3,3,4,1,3,0,2,4,4,2,2,1,0,1,4,3,3,0,0,0,3,2,2,1,3,2,3,2,2,0,0,1,2,1,2,0,2,2,1,3,3,2,3
372,1,1,3,1,4,2,3,0,2,2,2,3,2,1,1,0,2,3,1,0,4,0,2,2,1,2,1,2,1,2,1,1,1,3,1,2,3,4,1,2,0,0,1,2,2,1,3,3,0,2,2,3,1,1,3,1,3,2,0,1,2,3,1,3,3,0,2,1,2,4,3,3,4,1,4
373,3,1,1,0,0,3,3,3,0,2,0,3,1,0,1,1,1,0,3,2,3,2,3,3,3,0,1,3,3,3,2,3,1,0,1,0,1,0,1,3,4,2,3,2,0,0,3,1,1,0,2,3,0,0,2,3,0,3,3,0,3,0,0,1,1,0,4,1,0,1,1,1,0,2,1
374,2,3,2,0,4,4,2,2,2,3,1,3,2,2,2,0,3,0,2,1,4,2,2,2,0,2,2,2,4,2,4,4,3,0,2,0,2,2,1,2,3,3,3,4,2,2,3,1,3,0,2,1,4,0,2,3,2,2,4,2,2,2,2,2,4,2,2,3,4,2,0,0,2,2,4
375,2,2,3,4,2,0,2,3,2,1,4,4,1,2,4,2,3,3,2,1,4,0,3,2,0,3,4,4,4,3,0,0,1,1,2,2,2,2,1,4,2,1,4,1,1,1,0,0,3,2,4,1,4,2,0,1,4,4,4,1,4,4,4,2,2,1,1,4,4,2,4,1,2,2,2
376,4,0,4,0,4,0,3,1,0,4,3,3,3,0,0,0,3,4,2,0,4,3,4,2,3,3,3,1,3,0,3,3,1,2,1,1,1,1,0,3,3,1,0,1,0,3,0,3,1,2,0,0,1,1,0,0,0,0,1,0,3,1,1,1,1,1,3,0,0,1,4,0,4,0,3
377,2,0,0,4,3,4,4,4,0,4,0,0,0,0,3,3,0,1,4,2,0,2,0,3,4,1,1,2,2,0,1,3,2,4,2,2,1,1,0,1,0,3,2,1,1,3,0,0,4,2,0,0,1,0,1,0,1,4,0,1,4,2,0,1,4,4,2,2,0,4,3,0,4,1,3
378,0,0,4,3,3,0,4,4,0,2,0,0,3,0,1,4,1,2,3,3,1,0,4,0,0,2,4,3,4,2,1,1,4,2,0,0,2,0,4,4,3,2,4,1,1,3,0,3,2,0,1,0,4,0,3,0,3,0,0,3,3,4,2,3,4,0,1,2,2,0,0,2,4,3,2
379,2,1,2,2,2,1,2,0,0,0,0,0,4,2,2,0,3,3,2,3,0,2,4,4,1,1,2,4,1,0,2,0,1,1,0,2,1,3,1,0,4,2,0,1,0,2,1,2,2,1,0,4,1,4,3,0,2,2,1,1,0,0,2,1,4,2,2,1,1,1,2,1,2,1,2
380,0,2,2,1,0,3,3,3,1,0,0,2,0,0,3,0,0,0,0,2,0,4,2,1,0,0,0,4,2,2,0,0,4,4,3,2,3,1,0,2,2,4,1,4,3,4,2,3,3,2,0,4,1,4,2,0,3,1,2,0,3,2,2,3,2,2,2,0,4,0,0,1,1,3,1
381,0,2,3,2,4,1,3,0,2,2,3,0,0,0,3,3,1,3,0,0,3,3,0,3,0,3,3,1,4,0,4,3,0,3,3,4,1,4,1,0,3,0,4,3,1,3,0,1,0,3,1,0,0,3,4,2,2,1,3,0,3,3,1,3,0,0,0,3,0,1,3,3,0,3,4
382,1,2,0,0,0,2,0,4,2,1,4,0,4,0,2,3,0,2,0,0,3,0,2,1,0,4,2,4,1,0,2,0,0,2,0,2,2,2,2,0,4,1,0,1,0,4,2,2,0,4,0,2,0,3,0,0,1,2,4,4,4,0,0,4,4,0,4,2,0,1,2,4,4,1,0
383,1,4,4,4,1,1,1,4,2,1,0,1,0,3,2,2,3,1,1,1,0,1,1,0,1,0,4,0,2,1,3,3,1,1,1,2,3,2,2,0,3,3,4,1,0,4,4,1,0,0,3,3,1,0,1,3,0,3,4,1,1,1,1,3,2,0,3,0,0,0,1,1,0,3,1
384,0,1,0,0,1,3,2,0,2,1,1,1,3,1,1,3,1,1,3,1,0,3,1,3,1,4,1,2,2,2,4,2,1,4,1,4,1,3,3,1,4,3,1,1,3,1,1,3,2,3,1,1,2,4,0,4,4,3,3,3,3,3,1,1,3,3,3,1,1,0,3,2,1,4,3
385,0,2,1,2,4,0,4,2,4,2,4,1,3,2,1,0,0,0,2,1,4,1,2,0,2,1,1,3,0,2,2,2,1,4,4,0,0,2,4,0,2,2,1,0,2,4,3,1,0,3,2,4,2,2,0,0,1,0,1,4,1,2,2,0,4,2,1,2,2,4,0,4,3,1,4
386,0,0,1,1,0,4,0,2,2,4,4,4,2,3,0,0,0,4,0,3,4,0,3,4,3,3,2,3,2,1,4,4,0,2,0,3,0,4,4,4,0,4,1,2,0,2,3,1,1,4,1,1,2,4,0,2,3,4,1,1,1,0,4,1,3,3,1,3,0,2,3,3,3,3,3
387,4,4,3,0,4,4,4,0,4,0,3,4,4,3,3,3,0,4,2,3,4,0,4,3,1,4,2,3,2,4,0,4,3,1,1,2,3,2,0,4,3,0,0,1,3,0,2,2,4,3,2,1,1,4,3,4,3,4,4,2,3,1,1,0,3,4,3,4,3,2,4,4,4,1,2
388,4,2,3,1,4,0,0,3,2,1,0,4,3,3,0,3,0,0,0,4,4,0,1,2,0,3,1,1,3,1,3,2,0,2,3,2,3,0,1,1,4,4,3,1,4,1,2,0,1,3,3,2,2,0,3,3,3,2,3,3,2,4,0,1,3,4,0,2,0,3,0,0,0,2,3
389,2,2,0,0,2,0,4,0,2,3,3,3,4,0,1,0,4,3,3,3,2,0,0,0,0,0,1,0,2,0,4,2,4,2,3,2,0,0,2,4,0,4,2,0,3,3,4,2,3,4,0,1,4,4,3,0,0,3,0,2,3,3,3,1,3,1,3,0,0,3,0,3,4,3,3
390,2,2,4,3,0,3,3,4,2,1,0,0,0,4,3,3,4,3,0,0,3,3,3,0,3,4,0,3,3,0,4,3,3,3,1,1,0,0,0,1,0,3,1,0,3,1,0,3,3,0,2,3,4,4,1,3,0,2,3,2,1,0,3,3,1,0,4,0,3,3,3,1,3,0,2
391,2,3,4,2,0,3,1,0,4,4,1,0,0,4,0,3,1,3,3,4,0,0,0,3,0,0,3,1,0,3,0,0,0,3,4,1,4,1,1,3,4,1,3,4,1,4,0,0,0,4,4,0,4,4,4,4,2,0,4,4,4,1,0,2,4,0,4,4,2,4,4,0,2,2,1
392,1,0,4,2,3,1,1,1,0,1,1,1,1,1,4,2,1,1,4,1,4,1,2,0,4,1,0,4,1,2,1,1,2,1,3,2,0,4,2,3,0,1,4,3,4,1,4,2,1,4,2,2,0,0,1,2,2,4,1,4,4,2,4,1,2,1,3,2,4,4,0,2,4,1,1
393,4,2,4,3,4,2,4,4,4,0,2,0,3,2,0,2,0,4,4,0,0,0,3,4,4,4,0,3,3,3,0,0,2,4,2,0,4,0,2,4,2,2,0,4,0,3,0,2,4,3,0,4,0,0,1,3,0,3,3,0,4,0,2,0,0,2,4,3,2,3,3,4,4,4,0
394,3,1,2,1,4,4,3,4,4,0,3,3,1,1,1,3,3,1,2,3,2,1,4,4,1,3,3,2,1,3,3,3,4,0,3,0,4,4,3,3,3,1,4,4,4,2,1,2,3,3,4,3,3,1,2,4,1,0,2,4,2,2,3,1,2,2,4,0,1,2,4,3,3,2,2
395,0,3,0,1,0,0,3,0,4,1,2,0,1,0,0,3,1,4,3,0,3,4,2,3,0,1,3,0,3,2,0,0,3,1,2,4,0,4,4,2,4,4,0,1,1,0,0,4,0,4,0,3,0,1,1,0,1,4,2,4,4,3,4,0,0,3,3,4,0,2,0,3,4,1,0
396,2,3,4,2,2,3,2,0,1,4,4,2,1,2,4,3,2,3,3,3,0,2,0,3,4,2,3,4,2,4,3,3,2,2,2,2,2,4,0,0,1,1,2,4,4,2,0,4,3,4,3,2,1,1,3,3,1,2,2,2,4,3,0,3,2,2,0,2,3,2,2,2,2,4,4
397,4,2,4,4,4,2,1,4,1,2,4,0,4,0,2,3,4,4,1,4,3,4,0,0,4,1,4,3,0,1,2,4,2,1,4,4,0,0,4,1,1,0,1,0,1,2,4,3,2,1,0,1,3,1,0,1,1,2,3,1,2,4,4,3,2,1,3,0,2,4,3,0,0,4,0
398,1,4,3,1,2,3,0,2,0,1,2,3,3,0,3,0,1,3,3,0,3,3,3,1,2,1,1,1,1,4,4,3,0,3,3,3,3,0,0,3,3,2,2,0,3,3,2,0,0,0,0,1,0,1,2,1,0,3,3,3,0,1,0,2,3,4,1,3,0,1,1,1,2,3,2
399,0,2,4,2,2,4,4,2,4,0,2,1,0,3,3,3,4,1,3,0,2,4,1,4,0,0,1,1,0,0,1,2,0,3,2,0,4,2,0,1,3,3,1,1,4,3,1,1,2,4,0,1,1,0,1,2,4,4,3,3,0,4,1,0,1,4,1,3,0,3,3,4,3,0,3
400,1,4,2,2,0,1,2,2,4,2,0,2,3,2,4,2,3,2,1,1,3,0,4,2,2,2,0,2,2,0,2,3,4,2,3,2,4,4,2,3,0,1,1,4,0,1,0,0,1,2,0,0,4,2,1,4,3,1,1,2,3,4,2,4,2,1,0,1,0,2,0,0,2,4,0
401,2,2,4,3,0,4,0,3,0,1,1,4,4,2,4,1,4,4,2,1,4,2,3,2,4,3,1,2,0,1,4,3,2,1,4,3,0,2,2,1,2,1,2,2,1,3,0,0,2,2,3,0,2,1,2,1,3,2,2,3,1,1,4,1,1,4,3,2,2,4,0,4,3,4,3
402,2,3,4,0,2,4,0,3,3,2,0,1,1,3,0,0,4,4,1,2,3,0,2,4,4,0,3,3,4,2,4,2,3,4,3,3,2,2,0,3,4,2,4,2,0,3,0,0,4,2,2,3,0,0,4,4,3,4,2,3,4,2,0,4,0,2,2,4,3,0,3,0,2,3,3
403,4,1,2,2,1,1,0,2,4,3,0,1,2,4,2,2,3,2,4,0,3,0,4,2,0,1,2,2,1,4,2,4,4,4,3,4,0,2,3,4,1,0,4,1,1,4,4,2,4,2,1,3,2,4,1,2,1,2,4,4,1,4,2,1,4,4,2,4,1,2,1,1,0,1,1
404,2,3,4,4,4,4,3,3,1,4,4,4,1,2,0,4,2,4,0,0,2,2,4,3,1,3,1,2,3,3,3,4,4,2,3,2,1,2,0,1,3,3,2,2,1,1,1,3,1,1,1,1,0,1,2,2,3,4,1,1,2,2,3,2,0,3,1,2,1,0,3,3,2,2,3
405,2,2,1,0,2,1,1,4,1,2,4,1,4,2,1,2,3,0,0,2,0,4,4,4,2,1,2,2,4,0,3,4,2,4,1,3,0,4,4,4,1,1,0,4,4,4,1,0,1,2,0,1,4,4,4,4,1,4,3,4,4,1,3,1,1,1,2,0,2,2,1,4,4,4,1
406,4,1,0,1,0,3,1,3,2,4,3,4,4,2,3,3,4,0,1,2,0,2,2,2,0,3,3,1,1,1,3,2,2,4,1,3,2,3,1,1,4,3,2,3,1,0,3,4,2,2,4,3,1,3,3,4,3,4,0,0,1,3,3,1,4,2,4,2,3,2,2,1,1,2,4
407,1,1,1,1,0,0,1,4,1,3,4,1,0,1,1,0,1,0,4,1,0,0,4,0,3,1,3,0,3,3,1,3,4,0,0,2,0,0,1,0,1,1,1,1,4,1,0,1,3,0,1,1,3,1,1,0,1,1,4,0,0,4,0,3,1,1,4,1,3,1,0,0,0,0,1
408,1,1,1,1,1,0,0,2,0,4,2,2,0,0,4,0,4,2,0,0,0,2,3,3,4,4,2,4,0,0,2,0,0,4,3,2,1,4,1,2,0,2,4,3,1,3,1,4,2,3,4,4,4,4,0,4,1,1,0,1,1,1,0,4,1,0,2,3,0,2,4,4,2,4,4
409,0,0,4,0,2,0,2,4,2,3,3,3,1,4,2,2,0,2,4,1,3,0,2,1,3,0,2,0,1,0,1,4,2,3,4,2,2,4,1,2,2,3,2,3,1,2,3,3,0,2,2,2,1,0,4,3,2,3,4,0,2,3,1,3,3,3,1,0,3,4,2,2,0,1,0
410,2,1,0,4,3,4,0,4,1,4,3,0,4,0,3,0,3,0,0,0,1,1,1,2,0,0,3,1,3,0,1,3,3,1,4,4,1,4,3,1,3,4,0,0,1,3,0,4,3,3,0,1,4,1,0,1,0,1,4,1,3,3,1,0,2,1,1,1,2,2,1,1,1,4,4
411,0,3,1,0,1,3,2,3,3,1,3,0,4,2,3,0,4,4,0,3,2,1,2,2,3,0,0,0,1,3,2,0,2,2,0,3,1,2,0,3,3,3,4,4,0,2,1,2,3,0,0,0,0,1,3,0,2,0,1,2,0,1,2,0,0,2,3,0,1,2,0,0,0,0,2
412,4,3,3,2,1,1,4,1,0,4,4,1,3,1,1,1,2,1,0,1,4,3,3,0,3,3,2,1,2,3,0,2,3,2,3,0,4,3,0,2,4,4,0,3,1,2,2,3,2,2,1,1,0,0,0,4,4,1,4,1,1,3,3,2,1,1,3,4,1,3,3,0,4,3,3
413,3,1,3,4,2,3,2,2,4,1,1,3,3,0,1,1,2,2,0,1,1,1,3,0,1,3,0,3,0,3,3,3,0,4,3,1,0,1,2,1,2,0,3,1,3,0,1,0,2,0,3,1,3,0,0,0,3,0,1,1,0,1,3,1,4,0,1,0,1,3,1,3,1,1,1
414,4,4,3,2,4,3,0,1,4,1,0,2,1,4,3,2,3,3,3,4,3,0,3,0,0,1,4,2,1,1,0,0,2,4,3,3,2,1,2,0,3,0,3,4,2,0,2,1,2,2,4,1,3,3,0,4,2,3,3,1,4,0,2,1,3,1,1,3,3,1,3,3,0,3,3
415,1,0,3,2,0,2,1,3,1,2,1,1,2,3,1,0,3,2,2,3,1,2,0,4,0,1,1,1,4,1,3,2,2,2,1,4,1,0,0,1,4,1,0,4,1,1,4,4,3,2,1,0,2,2,4,2,4,2,4,1,1,4,2,3,2,1,1,4,0,3,0,2,1,4,1
416,3,3,2,4,0,0,0,4,2,0,2,0,2,0,4,2,0,4,3,0,2,0,2,3,2,0,0,4,0,3,0,2,0,2,3,3,0,3,3,0,0,3,3,1,3,0,2,2,3,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,4
417,1,3,3,3,2,3,2,2,2,4,1,0,1,2,1,3,0,3,0,3,2,3,3,3,2,2,3,3,2,1,0,2,4,0,0,3,0,3,1,1,4,1,1,0,4,3,0,1,3,0,2,3,2,3,0,2,4,3,0,3,1,3,3,3,3,0,0,0,3,1,2,4,4,1,3
418,3,1,0,4,1,0,0,1,0,1,3,3,0,0,0,1,1,1,0,0,1,1,0,2,3,3,0,3,0,4,1,1,3,1,1,1,1,0,0,0,4,0,1,3,3,3,4,4,0,3,4,1,1,1,4,1,1,1,0,1,1,0,0,0,1,4,4,3,2,2,1,1,1,1,1
419,2,2,2,0,1,2,0,3,0,0,3,3,0,1,1,1,4,3,1,4,0,3,1,4,3,2,1,3,0,4,0,0,3,3,4,4,1,1,1,1,4,2,0,0,4,0,3,3,2,1,3,1,0,1,3,2,3,1,2,4,0,2,1,4,2,4,3,1,4,2,2,3,2,2,4
420,1,2,1,4,3,2,0,0,2,3,0,4,0,2,3,1,2,2,3,0,1,3,3,3,1,1,0,0,4,1,4,3,3,4,4,3,2,3,3,0,1,1,0,3,4,1,1,2,2,3,2,2,3,2,4,3,0,0,2,0,2,3,3,3,2,3,0,2,3,0,2,3,4,1,0
421,4,3,0,1,3,4,4,1,4,3,2,0,0,3,2,2,4,3,2,1,4,0,3,2,0,2,4,3,3,0,1,1,2,4,3,2,4,4,2,2,0,3,3,2,4,4,4,0,3,4,4,2,0,3,0,3,2,4,2,1,2,0,2,2,2,0,4,2,2,4,2,3,2,4,2
422,3,0,1,3,3,0,2,2,1,3,2,0,3,3,2,2,1,1,1,3,3,3,1,4,3,2,3,3,2,3,1,1,3,0,0,3,1,1,0,4,1,3,0,0,0,3,2,3,4,4,1,1,1,3,3,0,2,2,3,3,0,0,1,4,2,3,3,1,0,1,0,1,3,3,0
423,3,3,2,1,4,3,3,4,2,4,4,3,3,4,3,4,4,2,1,4,3,4,4,4,2,3,2,2,3,1,1,3,1,3,2,2,3,1,3,2,1,0,0,3,3,4,3,2,2,0,3,4,4,3,3,4,4,3,2,4,3,3,1,4,2,3,3,4,4,1,3,3,3,4,4
424,0,2,0,0,1,1,4,3,4,3,3,1,4,0,4,0,2,1,2,3,4,4,3,3,2,0,3,0,1,2,4,0,4,0,1,4,1,4,4,4,1,2,0,3,4,2,0,1,4,2,2,1,4,1,1,0,2,2,0,2,2,1,4,1,1,1,4,4,3,0,3,3,1,1,2
425,0,0,0,4,2,2,2,1,0,2,3,4,3,4,4,2,1,4,3,4,3,3,4,2,2,2,4,2,2,2,0,3,0,2,2,3,4,4,2,0,2,4,0,2,4,2,4,4,3,3,2,3,3,3,1,2,0,2,0,1,0,4,2,1,2,3,4,2,2,3,3,0,4,2,4
426,1,4,2,4,1,1,0,0,0,1,0,1,0,3,0,1,1,0,2,1,2,0,0,1,2,3,4,2,3,4,2,0,2,1,1,3,2,1,1,3,0,1,2,0,4,2,0,1,4,1,1,2,3,2,1,2,1,2,3,1,3,2,2,4,1,4,0,2,2,1,2,1,1,1,1
427,2,0,4,1,2,1,3,3,3,0,0,0,0,0,4,4,0,2,3,0,4,3,0,3,0,2,2,3,3,0,2,0,3,3,3,0,0,4,0,1,2,4,1,1,0,1,4,2,3,0,1,0,3,3,0,4,0,2,0,2,0,0,0,0,1,4,1,0,2,0,0,1,4,1,0
428,3,0,0,4,4,3,4,0,3,1,1,1,4,4,4,4,4,4,2,0,3,1,1,4,0,4,1,1,0,3,0,3,4,1,2,1,3,4,1,0,2,4,4,0,4,1,1,1,0,4,0,4,0,3,0,1,2,4,4,1,0,4,0,1,1,1,1,2,4,2,1,2,0,0,0
429,4,1,1,0,2,2,1,4,1,3,4,2,0,0,4,1,4,2,4,1,1,3,2,3,2,0,4,1,0,4,2,2,4,2,0,1,4,0,4,0,2,1,4,2,3,1,2,2,1,0,3,2,3,2,0,2,0,1,2,2,0,1,3,2,4,0,3,2,2,2,1,0,3,3,0
430,1,3,1,1,3,3,3,0,0,3,2,4,2,4,1,2,4,2,0,3,0,0,1,4,1,3,0,2,3,1,3,3,0,2,1,0,3,4,3,2,0,2,2,3,4,4,0,2,3,3,0,3,2,4,4,1,2,4,1,2,0,3,3,0,0,0,1,1,3,0,4,0,2,0,1
431,2,3,0,4,4,1,4,0,1,0,4,4,4,3,4,0,4,4,3,4,2,1,4,0,1,0,0,1,4,4,2,0,1,0,3,4,4,4,4,2,2,1,4,1,4,2,4,4,4,1,2,0,0,3,1,4,0,1,4,0,1,0,1,0,2,3,3,2,4,3,1,4,4,1,4
432,0,2,3,3,1,1,4,3,2,3,3,2,0,3,3,3,0,2,4,3,3,4,0,4,2,3,2,0,4,1,2,4,2,4,2,1,4,3,2,4,4,4,1,3,3,3,3,1,4,3,0,1,2,3,3,4,1,1,0,3,1,3,3,3,1,1,3,1,3,2,3,3,3,3,3
433,1,0,2,4,0,0,2,1,4,1,0,0,1,3,4,2,0,4,3,0,2,1,1,0,2,1,4,0,1,4,2,2,2,2,1,0,1,2,0,0,0,4,4,0,2,0,2,1,4,4,1,2,0,0,4,1,4,2,0,3,4,4,2,2,2,0,4,0,2,4,4,0,4,2,4
434,2,2,1,0,0,2,3,4,4,2,3,1,3,4,1,1,0,0,0,0,4,1,2,0,3,4,0,3,3,0,0,3,3,0,3,2,2,0,3,3,3,3,1,3,3,3,0,3,4,2,3,2,1,1,1,1,0,1,3,0,3,3,1,1,2,3,4,2,4,3,0,2,0,3,3
435,3,0,1,3,2,3,2,2,4,3,3,0,2,0,2,0,3,3,1,2,2,0,0,3,4,2,2,3,1,0,2,3,0,2,2,1,3,3,1,0,2,4,2,0,0,3,0,3,2,2,2,2,2,3,3,0,2,0,2,0,2,0,3,0,2,0,0,3,2,3,0,2,0,2,0
436,0,0,0,0,4,2,1,0,1,1,0,3,1,4,2,2,1,2,1,1,0,1,4,0,4,3,0,1,0,0,0,0,2,2,2,1,1,0,2,3,3,1,1,0,3,2,2,0,0,1,4,2,0,1,0,2,2,0,0,0,2,4,3,4,1,4,4,0,4,0,0,2,1,0,1
437,4,2,0,3,3,3,2,4,3,0,1,4,1,3,0,4,4,0,2,3,4,2,3,1,4,3,2,2,0,2,2,0,0,2,0,0,3,3,0,2,1,2,3,2,0,2,3,4,0,1,0,3,4,1,3,2,2,2,0,2,2,4,2,3,1,2,3,2,0,3,0,1,0,2,2
438,2,2,4,0,4,4,2,2,1,4,4,4,2,1,4,0,2,4,1,2,2,2,4,1,1,4,4,1,2,1,3,1,1,0,2,2,0,4,2,2,1,2,4,2,2,3,3,1,1,1,2,1,2,4,4,2,1,3,4,4,2,0,2,0,2,2,2,1,2,4,4,1,4,2,4
439,1,2,4,4,0,1,1,4,4,2,0,4,2,4,3,4,1,2,2,4,4,2,4,1,3,4,3,4,2,4,4,1,0,3,4,1,2,4,4,3,4,2,3,2,2,4,2,2,1,2,4,3,3,4,4,2,2,3,4,0,4,4,1,0,0,2,4,2,2,0,3,4,1,4,1
440,4,4,1,4,1,4,4,3,1,4,1,4,3,4,1,1,3,0,2,4,0,4,0,2,4,1,1,3,4,3,4,4,0,3,3,4,0,3,4,4,1,1,3,4,4,4,4,3,0,1,3,3,3,1,4,4,0,1,4,3,2,1,2,1,3,1,4,1,1,1,3,0,4,4,2
441,4,3,0,1,0,4,3,2,4,0,3,0,3,0,2,0,0,4,2,0,3,3,1,2,3,3,4,0,3,4,3,4,3,1,4,3,4,3,4,0,4,3,0,4,3,3,1,3,4,4,3,1,3,3,3,1,4,3,3,2,1,0,3,0,4,3,4,3,1,3,4,3,1,1,1
442,2,1,1,0,3,1,3,2,4,1,0,4,1,4,1,1,1,0,0,1,2,4,0,3,0,3,0,3,0,0,1,1,3,4,4,0,4,0,3,0,3,2,2,1,4,4,3,1,4,3,0,3,4,0,1,3,2,0,3,0,1,1,0,0,2,0,4,1,0,3,3,0,0,0,1
443,0,0,4,2,0,3,1,2,0,1,2,4,0,0,2,4,0,0,0,0,1,1,0,1,0,4,2,2,4,0,1,0,4,1,3,0,1,1,4,3,1,1,0,1,2,1,1,4,1,4,0,0,2,1,0,4,4,2,1,1,0,0,1,1,3,0,0,3,4,1,3,1,1,1,3
444,2,2,2,2,1,1,2,2,1,2,2,4,2,1,1,0,1,0,2,2,4,0,4,2,2,4,0,0,1,4,2,0,2,0,3,0,1,0,0,2,2,2,2,1,2,2,2,0,2,0,2,2,2,4,0,0,2,1,1,4,0,2,4,3,0,1,0,0,0,1,0,4,2,0,4
445,1,2,2,4,2,3,3,0,2,2,3,2,3,2,4,4,4,3,2,2,0,4,0,4,2,0,4,2,4,2,2,4,2,2,3,4,0,3,0,3,2,2,3,4,2,3,0,3,4,1,2,2,1,0,4,0,3,2,3,4,4,3,3,3,3,4,4,2,0,2,4,0,4,0,1
446,0,4,3,1,2,4,1,4,0,0,1,4,1,1,0,3,2,1,2,1,4,1,1,2,2,0,4,3,2,4,4,1,3,3,4,2,2,1,3,2,0,3,3,1,4,4,2,2,4,2,0,4,2,4,0,1,3,0,0,3,3,4,4,1,3,4,4,4,2,1,1,3,4,2,4
447,0,1,3,4,3,0,0,0,4,1,2,4,2,2,0,0,3,1,2,4,1,0,0,4,1,4,0,4,3,4,0,0,0,0,4,2,0,2,2,2,0,0,0,3,4,2,0,1,2,4,0,2,2,1,0,4,0,1,0,3,2,2,4,0,2,4,4,2,4,2,2,2,0,3,0
448,0,4,4,0,1,3,2,3,2,4,2,0,4,0,1,4,0,3,0,0,2,3,2,4,3,3,1,2,3,0,2,1,0,3,0,0,2,0,0,4,0,0,3,3,3,2,2,2,3,0,2,2,2,4,0,1,4,0,0,0,3,2,4,2,3,2,1,3,4,2,2,2,2,1,3
